cause_id,acause,cause_name,cause_medium,cause_short,cause_description,cause_id_2010_gbd_round,start_date,end_date,date_inserted,inserted_by,last_updated,last_updated_by,last_updated_action
553,neuro_pathy_nerve,"Disorders of trigeminal and other cranial nerve","Trigeminal cranial nerve","Neuro Nerve",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
554,neuro_neurone,"Motor neuron disease","Motor neuron disease",ALS,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
555,neuro_fibromyalgia,"Fibromyalgia and other neuropathies",Fibromyalgia,Fibromyalgia,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
556,neuro_dystrophy,"Muscular dystrophy","Muscular dystrophy",Dystrophy,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
557,neuro_other,"Other neurological disorders","Other neurological","Oth Neuro",NULL,168,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
558,_mental,"Mental disorders","Mental disorders",Mental,NULL,169,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-02-15 13:33:12",ferdid06,UPDATE
559,mental_schizo,Schizophrenia,Schizophrenia,Schiz,NULL,170,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
560,mental_alcohol,"Alcohol use disorders","Alcohol use disorders",Alcohol,NULL,171,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
561,mental_drug,"Drug use disorders","Drug use disorders",Drugs,NULL,172,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
562,mental_drug_opioids,"Opioid use disorders","Opioid use disorders",Opioids,NULL,173,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
563,mental_drug_cocaine,"Cocaine use disorders","Cocaine use disorders",Cocaine,NULL,174,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
564,mental_drug_amphet,"Amphetamine use disorders","Amphetamine use disorders",Amphet,NULL,175,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
565,mental_drug_cannabis,"Cannabis use disorders","Cannabis use disorders",Cannabis,NULL,176,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
566,mental_drug_other,"Other drug use disorders","Other drug use disorders","Oth Drug",NULL,177,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
567,mental_unipolar,"Depressive disorders","Depressive disorders",Depression,NULL,178,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
568,mental_unipolar_mdd,"Major depressive disorder","Major depression",MDD,NULL,179,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
569,mental_unipolar_dys,Dysthymia,Dysthymia,Dysthymia,NULL,180,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
570,mental_bipolar,"Bipolar disorder","Bipolar disorder",Bipolar,NULL,181,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
571,mental_anxiety,"Anxiety disorders","Anxiety disorders",Anxiety,NULL,182,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
572,mental_eating,"Eating disorders","Eating disorders",Eating,NULL,183,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
573,mental_eating_anorexia,"Anorexia nervosa","Anorexia nervosa",Anorexia,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
574,mental_eating_bulimia,"Bulimia nervosa","Bulimia nervosa",Bulimia,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2017-06-28 15:22:53",elissat,UPDATE
575,mental_pdd,"Autism spectrum disorders","Autism spectrum",ASD,"Modified per INF-4515",184,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-06-20 12:45:30",ferdid06,UPDATE
576,mental_pdd_autism,Autism,Autism,Autism,NULL,185,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
577,mental_pdd_aspergers,"Asperger syndrome and other autistic spectrum disorders","Asperger syndrome",Asperger,NULL,186,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
578,mental_adhd,"Attention-deficit/hyperactivity disorder",ADHD,ADHD,NULL,188,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
579,mental_conduct,"Conduct disorder","Conduct disorder",Conduct,NULL,189,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
580,mental_conduct_antisocial,"Anti-social personality disorder","Anti-social personality",Antisocial,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
581,mental_conduct_borderline,"Borderline personality disorder","Borderline personality",Borderline,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
582,mental_id,"Idiopathic developmental intellectual disability","Intellectual disability",ID,NULL,190,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-06-20 15:37:23",elissat,UPDATE
583,mental_somatoform,"Somatoform disorders","Somatoform disorders",Somatoform,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
584,mental_insomnia,"Insomnia and other sleep disorders","Insomnia sleep disorders",Insomnia,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
585,mental_other,"Other mental disorders","Other mental disorders","Oth Ment",NULL,191,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-04-13 15:32:46",ferdid06,UPDATE
586,_dube,"Diabetes, urogenital, blood, and endocrine diseases",Diabetes/urog/blood/endo,Diab+Urog+Hem,NULL,192,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
587,diabetes,"Diabetes mellitus",Diabetes,Diabetes,NULL,193,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
588,glomerulo,"Acute glomerulonephritis","Acute glomerulonephritis",AGN,NULL,194,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
589,ckd,"Chronic kidney disease","Chronic kidney disease",CKD,NULL,195,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
590,ckd_diabetes,"Chronic kidney disease due to diabetes mellitus","Diabetes CKD","Diab CKD",NULL,196,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
591,ckd_htn,"Chronic kidney disease due to hypertension","Hypertensive CKD","HTN CKD",NULL,197,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
592,ckd_glomerulo,"Chronic kidney disease due to glomerulonephritis","Glomerulonephritis CKD","GN CKD",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
593,ckd_other,"Chronic kidney disease due to other and unspecified causes","Other CKD","Oth CKD",NULL,198,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-06-07 11:06:55",ferdid06,UPDATE
594,urinary,"Urinary diseases and male infertility","Urinary diseases",Urinary,NULL,199,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
595,urinary_nephritis,"Urinary tract infections and interstitial nephritis","Urinary tract infections and interstitial nephritis","UTI and interstitial nephritis","Cause names revised per ticket INF-5370",200,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2020-02-07 10:13:51",joshuacu,UPDATE
596,urinary_urolithiasis,Urolithiasis,Urolithiasis,Urolith,NULL,201,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
597,urinary_bph,"Benign prostatic hyperplasia",BPH,BPH,NULL,202,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
598,urinary_maleinfert,"Male infertility","Male infertility","Infert M",NULL,203,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
599,urinary_prostatitis,"Prostatitis and epididymitis","Prostatitis urinary",Prostatitis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
600,urinary_stricture,"Urethral stricture, phimosis, and paraphimosis","Urethral stricture","Uret Strict",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
601,urinary_incontinence,"Urinary incontinence","Urinary incontinence","Urin Incont",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
602,urinary_other,"Other urinary diseases","Other urinary diseases","Oth Urin",NULL,204,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
603,gyne,"Gynecological diseases","Gynecological diseases",Gyne,NULL,205,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
604,gyne_fibroids,"Uterine fibroids","Uterine fibroids",Fibroids,NULL,206,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
605,gyne_polycystic,"Polycystic ovarian syndrome","Polycystic ovary syndrome",PCOS,NULL,207,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
606,gyne_femaleinfert,"Female infertility","Female infertility","Infert F",NULL,208,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
607,gyne_endometr,Endometriosis,Endometriosis,Endomet,NULL,209,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
608,gyne_prolapse,"Genital prolapse","Genital prolapse",Prolapse,NULL,210,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
609,gyne_pms,"Premenstrual syndrome","Premenstrual syndrome",PMS,NULL,211,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
610,gyne_inflamm,"Inflammatory diseases of cervix, vagina, and vulva","Inflammatory gyne diseases","Gyne Inflamm",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
611,gyne_ovarcysts,"Ovarian cysts and other ovarian disorders","Ovarian gyne cysts","Ovar Cysts",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
612,gyne_other,"Other gynecological diseases","Other gynecological","Oth Gyne",NULL,212,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
613,hemog,"Hemoglobinopathies and hemolytic anemias",Hemoglobinopathies,Hemog,NULL,213,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
614,hemog_thalass,Thalassemias,Thalassemia,Thalass,NULL,214,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
615,hemog_sickle,"Sickle cell disorders","Sickle cell",Sickle,NULL,215,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
616,hemog_g6pd,"G6PD deficiency","G6PD deficiency",G6PD,NULL,216,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
617,hemog_aplastic,"Aplastic anemias","Aplastic anemias",Aplastic,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
618,hemog_other,"Other hemoglobinopathies and hemolytic anemias","Other hemoglobinopathies","Oth Hem",NULL,217,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
619,endo,"Endocrine, metabolic, blood, and immune disorders",Endo/metab/blood/immune,Endocrine,NULL,218,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
620,endo_hypothyroid,Hypothyroidism,Hypothyroidism,Hypothyroid,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
621,endo_hyperthyroid,Hyperthyroidism,Hyperthyroidism,Hyperthyroid,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
622,endo_obesity,Obesity,Obesity,Obesity,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
623,endo_lipoprotein,"Lipoprotein metabolism and other lipidaemias disorders","Lipoprotein disorders",Lipoprotein,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
624,endo_procedural,"Post procedural or drug treatment disorders","Post procedural disorders","Endo Proced",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
625,endo_other,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine disorders","Other Endo",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
626,msk,"Musculoskeletal disorders","Musculoskeletal disorders",MSK,NULL,219,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
627,msk_rheumarthritis,"Rheumatoid arthritis","Rheumatoid arthritis","Rheu Arth",NULL,220,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
628,msk_osteoarthritis,Osteoarthritis,Osteoarthritis,Osteoarth,NULL,221,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
629,msk_pain,"Low back and neck pain","Low back & neck pain",Back+Neck,NULL,222,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
630,msk_pain_lowback,"Low back pain","Low back pain","Back Pain",NULL,223,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
631,msk_pain_neck,"Neck pain","Neck pain","Neck Pain",NULL,224,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
632,msk_gout,Gout,Gout,Gout,NULL,225,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
633,msk_oestoporosis,"Osteoporosis and related pathological fracture",Osteoporosis,Osteoporosis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
634,msk_pyoarthritis,"Pyogenic and reactive arthritis",Pyoarthritis,Pyoarthritis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
635,msk_lupus,"Systemic and discoid lupus erythematous",Lupus,Lupus,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
636,msk_shoulderlesion,"Shoulder lesions","Shoulder lesions","Should Les",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
637,msk_osteomyelitis,"Osteomyelitis non-traumatic","Osteomyelitis non-traumatic","Osteomyel NT",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
638,msk_myositis,"Other myositis","Other myositis","Other Myo",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
639,msk_other,"Other musculoskeletal disorders","Other musculoskeletal","Oth MSK",NULL,226,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
640,_otherncd,"Other non-communicable diseases","Other non-communicable","Oth NCD",NULL,227,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
641,cong,"Congenital birth defects","Congenital defects",Congenital,NULL,228,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-10-19 07:38:07",elissat,UPDATE
642,cong_neural,"Neural tube defects","Neural tube defects","Neur Tube",NULL,229,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
643,cong_heart,"Congenital heart anomalies","Congenital heart","Cong Heart",NULL,230,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
644,cong_cleft,"Orofacial clefts","Orofacial clefts",Cleft,NULL,231,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 11:06:03",elissat,UPDATE
645,cong_downs,"Down syndrome","Down syndrome",Down,NULL,232,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
646,cong_turner,"Turner syndrome","Turner syndrome",Turner,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
647,cong_klinefelter,"Klinefelter syndrome","Klinefelter syndrome",Klinefelter,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
648,cong_chromo,"Other chromosomal abnormalities","Chromosomal unbalanced","Chrom Unb",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
649,cong_msk,"Congenital musculoskeletal and limb anomalies","Congenital musculoskeletal","Cong MSK",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
650,cong_urogenital,"Urogenital congenital anomalies","Urogenital congenital","Cong Urogen",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
651,cong_digestive,"Digestive congenital anomalies","Digestive cong anomalies","Digest Anom",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
652,cong_other,"Other congenital birth defects","Other congenital","Oth Cong",NULL,234,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-10-19 07:36:38",elissat,UPDATE
653,skin,"Skin and subcutaneous diseases","Skin diseases",Skin,NULL,235,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
654,skin_eczema,Dermatitis,Dermatitis,Dermatitis,NULL,236,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
655,skin_psoriasis,Psoriasis,Psoriasis,Psoriasis,NULL,237,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
656,skin_cellulitis,Cellulitis,Cellulitis,Cellulitis,NULL,238,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
657,skin_bacterial,Pyoderma,Pyoderma,Pyoderma,NULL,239,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
658,skin_scabies,Scabies,Scabies,Scabies,NULL,240,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
659,skin_fungal,"Fungal skin diseases","Fungal skin diseases","Skin Fung",NULL,241,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
660,skin_viral,"Viral skin diseases","Viral skin diseases","Skin Viral",NULL,242,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
661,skin_acne,"Acne vulgaris","Acne vulgaris",Acne,NULL,243,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
662,skin_alopecia,"Alopecia areata","Alopecia areata",Alopecia,NULL,244,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
663,skin_pruritus,Pruritus,Pruritus,Pruritus,NULL,245,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
664,skin_urticaria,Urticaria,Urticaria,Urticaria,NULL,246,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
665,skin_decubitus,"Decubitus ulcer","Decubitus ulcer",Decubitus,NULL,247,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
666,skin_keratosis,"Actinic and seborrhoeic keratosis",Keratosis,Keratosis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
667,skin_vitiligo,"Vitiligo and other pigmentation disorders",Vitiligo,Vitiligo,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
668,skin_other,"Other skin and subcutaneous diseases","Other skin diseases","Oth Skin",NULL,248,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
669,_sense,"Sense organ diseases","Sense organ diseases",Sense,NULL,249,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
670,sense_glaucoma,Glaucoma,Glaucoma,Glaucoma,NULL,250,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
671,sense_cataract,Cataract,Cataract,Cataract,NULL,251,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
672,sense_macular,"Age-related macular degeneration","Age-related macular degeneration",Macular,NULL,252,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",wilfredc,UPDATE
673,sense_refraction,"Refraction and accommodation disorders","Refraction & accommodation",Refraction,NULL,253,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-26 14:50:16",elissat,UPDATE
674,sense_hearing,"Age-related and other hearing loss","Age-related hearing loss",Hearing,NULL,254,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-06-01 14:05:35",elissat,UPDATE
675,sense_vision,"Other vision loss","Other vision loss","Oth Vision",NULL,255,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
676,sense_conjunct,"Conjunctivitis and other eye infections",Conjunctivitis,Conjunct,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
677,sense_externear,"Otitis external and other external ear disorders","External ear disorders","Ext Ear",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
678,sense_vertigo,"Ménières, labyrinthitis, and vertiginous syndromes","Vertigo syndromes",Vertigo,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2018-02-23 14:15:03",ferdid06,UPDATE
679,sense_other,"Other sense organ diseases","Other sense organ","Oth Sense",NULL,256,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
680,_oral,"Oral disorders","Oral disorders",Oral,NULL,257,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
681,oral_decidcaries,"Caries of deciduous teeth","Deciduous caries","Dec Caries",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2017-06-29 17:29:23",elissat,UPDATE
682,oral_permcaries,"Caries of permanent teeth","Permanent caries","Per Caries",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2017-06-29 17:29:27",elissat,UPDATE
683,oral_perio,"Periodontal diseases","Periodontal diseases",Period,NULL,259,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
684,oral_edent,Edentulism,Edentulism,Edentul,"Cause names revised per ticket INF-5370",260,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2020-02-07 10:13:51",joshuacu,UPDATE
685,oral_other,"Other oral disorders","Other oral disorders","Other Oral",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
686,sids,"Sudden infant death syndrome",SIDS,SIDS,NULL,261,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
